1.487088e+12 2.205671e+12 1.314080e+12 2.500228e+12
1.449431e+12 2.254241e+12 1.351596e+12 1.964465e+12
1.216153e+12 1.069458e+14 1.572533e+12 1.120098e+12
1.502369e+12 2.220229e+12 1.289374e+12 2.096355e+12
1.459861e+12 1.928369e+12 1.341878e+12 2.184691e+12
1.399619e+12 1.323638e+13 1.414802e+12 8.157862e+12
1.433455e+12 1.975319e+12 1.372625e+12 1.988051e+12
1.301652e+12 2.251336e+12 1.492794e+12 2.337338e+12
1.494637e+12 2.241546e+12 1.321182e+12 2.475504e+12
1.552875e+12 2.428100e+12 1.230875e+12 2.497592e+12
1.258842e+12 8.547795e+12 1.537390e+12 8.699074e+12
1.514867e+12 1.886146e+12 1.283033e+12 1.996826e+12
1.290201e+12 1.838867e+13 1.522667e+12 2.312055e+12
1.488726e+12 2.062890e+12 1.319883e+12 2.151170e+12
1.561412e+12 1.917542e+12 1.250117e+12 2.390891e+12
1.171399e+12 3.360930e+12 1.614451e+12 2.803034e+14
1.504432e+12 3.125903e+12 1.286306e+12 2.258013e+12
1.417310e+12 2.226275e+12 1.383984e+12 2.101098e+12
1.582509e+12 3.547352e+14 1.210861e+12 2.314771e+12
1.262609e+12 1.996153e+12 1.521984e+12 2.099574e+12
1.289972e+12 2.520565e+12 1.502075e+12 2.020285e+12
1.518267e+12 2.026266e+12 1.272884e+12 1.989815e+12
1.452520e+12 1.149786e+12 1.353622e+12 1.978508e+12
1.202291e+12 2.474110e+12 1.580956e+12 1.814891e+12
1.369342e+12 2.039925e+12 1.432305e+12 2.426159e+12
1.288133e+12 2.187982e+12 1.496345e+12 2.027481e+12
1.286438e+12 1.939403e+12 1.519837e+12 1.147581e+13
1.329017e+12 2.527244e+12 1.477727e+12 2.341456e+12
1.247606e+12 2.128924e+12 1.551603e+12 2.313667e+12
1.535002e+12 2.106007e+12 1.258856e+12 2.097357e+12
1.466796e+12 3.034679e+12 1.325905e+12 2.178711e+12
1.509861e+12 1.954490e+12 1.300539e+12 2.282805e+12
1.353661e+12 2.056478e+12 1.445831e+12 2.233374e+12
1.557360e+12 2.754933e+13 1.238835e+12 5.549900e+12
1.154960e+12 1.627657e+14 1.633771e+12 7.308075e+12
1.441004e+12 2.048888e+12 1.354375e+12 2.016331e+12
1.476728e+12 2.957731e+13 1.338489e+12 8.855070e+13
1.603566e+12 2.238367e+12 1.182034e+12 6.609325e+13
1.558864e+12 2.850830e+13 1.245297e+12 1.216158e+12
1.452400e+12 2.410940e+12 1.358683e+12 2.279861e+12
1.432857e+12 2.307716e+12 1.358681e+12 2.233745e+12
1.446119e+12 2.110749e+12 1.348125e+12 2.062552e+12
1.277069e+12 1.962544e+12 1.518629e+12 1.949893e+12
1.494002e+12 5.165928e+12 1.329365e+12 1.050904e+14
1.466952e+12 2.326023e+12 1.327911e+12 2.117962e+12
1.362938e+12 1.241891e+14 1.438667e+12 1.011961e+13
1.429430e+12 2.194352e+12 1.367003e+12 2.173298e+12
1.510167e+12 2.235955e+12 1.282083e+12 2.319854e+12
1.315999e+12 2.209277e+12 1.498171e+12 2.716056e+12
1.442899e+12 1.970320e+12 1.350288e+12 2.002301e+12
1.476966e+12 2.060943e+12 1.325379e+12 2.027444e+12
1.235608e+12 7.191057e+13 1.565741e+12 1.984682e+13
1.593556e+12 1.879266e+13 1.193647e+12 1.912741e+12
1.361148e+12 9.917662e+13 1.466116e+12 2.491443e+12
1.399530e+12 2.344085e+12 1.395661e+12 2.200485e+12
1.601011e+12 3.432065e+12 1.190006e+12 1.379399e+12
1.274559e+12 2.364364e+12 1.517216e+12 2.295577e+12
1.600104e+12 6.847782e+14 1.188559e+12 1.685149e+13
1.373848e+12 2.254702e+12 1.419746e+12 2.218274e+12
1.417987e+12 2.130255e+12 1.384239e+12 2.046170e+12
1.340219e+12 2.291023e+12 1.452042e+12 2.250441e+12
1.365424e+12 1.117897e+14 1.448417e+12 1.887848e+12
1.413767e+12 2.059822e+12 1.383741e+12 2.249521e+12
1.484986e+12 2.406663e+12 1.322055e+12 4.549831e+12
1.348061e+12 2.224326e+12 1.448653e+12 2.148224e+12
1.377933e+12 2.268673e+12 1.424744e+12 2.053500e+12
1.267245e+12 2.142618e+12 1.516961e+12 1.935401e+12
1.522286e+12 1.839280e+12 1.262050e+12 2.152427e+12
1.373361e+12 2.587663e+12 1.438674e+12 1.653023e+12
1.314866e+12 2.022976e+12 1.481886e+12 2.149925e+12
1.358515e+12 2.101134e+12 1.434075e+12 2.141917e+12
1.480364e+12 2.412900e+12 1.320653e+12 2.781752e+12
1.389156e+12 2.336139e+12 1.427705e+12 3.074904e+12
1.349635e+12 2.205851e+12 1.442757e+12 2.191367e+12
1.227861e+12 2.089392e+12 1.578610e+12 3.214523e+14
1.572339e+12 3.042997e+12 1.213619e+12 6.758460e+13
1.408316e+12 2.237244e+12 1.397255e+12 2.408755e+12
1.496917e+12 2.156957e+12 1.286777e+12 2.172626e+12
1.262704e+12 2.166014e+12 1.522324e+12 1.954895e+12
1.496278e+12 2.157207e+12 1.287575e+12 2.163977e+12
1.388677e+12 2.082329e+12 1.405809e+12 2.044367e+12
1.284103e+12 2.263398e+12 1.500643e+12 2.028245e+12
1.464084e+12 2.140494e+12 1.354223e+12 1.916434e+12
1.431400e+12 2.052073e+12 1.381063e+12 2.087494e+12
1.270071e+12 2.309823e+12 1.535923e+12 2.780306e+12
1.357276e+12 2.042234e+12 1.455773e+12 1.765519e+12
1.252764e+12 2.033897e+12 1.532307e+12 1.998458e+12
1.319846e+12 2.241854e+12 1.467885e+12 2.271812e+12
1.296222e+12 2.225945e+12 1.490694e+12 2.138491e+12
1.238693e+12 4.119607e+13 1.553483e+12 1.563888e+13
1.271716e+12 2.000955e+12 1.516328e+12 2.081403e+12
1.454699e+12 1.910257e+14 1.372321e+12 6.688369e+12
1.447393e+12 2.114159e+12 1.354307e+12 2.323659e+12
1.227609e+12 2.816130e+12 1.557560e+12 7.556845e+12
1.261600e+12 2.868121e+12 1.530378e+12 2.737296e+12
1.435119e+12 2.524706e+12 1.366066e+12 2.257296e+12
1.279590e+12 2.038996e+12 1.504612e+12 2.273559e+12
1.547701e+12 1.966784e+12 1.241590e+12 2.107280e+12
1.375364e+12 2.110887e+12 1.428796e+12 3.466063e+12
1.454278e+12 3.556749e+12 1.346962e+12 2.080348e+12
1.346949e+12 2.049929e+12 1.445480e+12 1.850690e+12
1.345015e+12 2.269613e+12 1.464831e+12 2.202902e+12
1.486266e+12 1.627380e+12 1.338420e+12 2.106763e+12
1.447391e+12 2.187674e+12 1.346970e+12 2.238911e+12
1.478778e+12 1.144861e+14 1.326312e+12 2.832473e+12
1.531767e+12 1.863745e+12 1.252658e+12 2.061275e+12
1.220692e+12 2.424208e+12 1.570555e+12 1.768716e+13
1.497343e+12 2.164379e+12 1.286558e+12 2.162471e+12
1.399906e+12 8.516604e+12 1.405991e+12 2.231975e+12
1.468520e+12 2.169759e+12 1.317353e+12 2.142352e+12
1.236520e+12 2.209029e+12 1.548723e+12 2.145255e+12
1.358397e+12 2.138418e+12 1.438460e+12 2.235516e+12
1.390139e+12 2.285503e+12 1.406805e+12 2.148968e+12
1.403139e+12 2.076482e+12 1.409721e+12 2.026783e+12
1.365266e+12 2.296830e+12 1.432557e+12 2.005172e+12
1.295250e+12 2.110847e+12 1.494430e+12 9.299592e+11
1.263701e+12 2.278964e+12 1.519695e+12 1.972904e+12
1.530609e+12 2.510806e+14 1.278276e+12 1.655111e+12
