33376    3.43750e-02    4.45613e-02   1.43115e-02  1.02033e-01
65170    6.51313e-02    8.42059e-02   2.95666e-02  1.96599e-01
155074   3.08879e-01    3.82755e-01   1.34024e-01  9.08412e-01

