33376    7.53037e-02    7.6598e-02    4.10758e-02  2.00635e-01
65170    1.54204e-01    1.55115e-01   9.48380e-02  4.20587e-01
155074   7.13129e-01    6.88209e-01   4.81032e-01  1.96255e+00
