1.000000e+03 0.000000e+00 0.000000e+00
3.000000e+03 0.000000e+00 0.000000e+00
7.000000e+03 0.000000e+00 0.000000e+00
1.500000e+04 0.000000e+00 0.000000e+00
3.100000e+04 0.000000e+00 0.000000e+00
6.300000e+04 0.000000e+00 0.000000e+00
1.270000e+05 0.000000e+00 0.000000e+00
2.550000e+05 0.000000e+00 0.000000e+00
5.110000e+05 0.000000e+00 0.000000e+00
1.023000e+06 0.000000e+00 0.000000e+00
2.047000e+06 0.000000e+00 0.000000e+00
4.095000e+06 0.000000e+00 0.000000e+00
8.191000e+06 0.000000e+00 0.000000e+00
1.638300e+07 0.000000e+00 0.000000e+00
3.276700e+07 0.000000e+00 0.000000e+00
6.553500e+07 0.000000e+00 0.000000e+00
1.310710e+08 0.000000e+00 0.000000e+00
2.621430e+08 0.000000e+00 0.000000e+00
5.242870e+08 0.000000e+00 0.000000e+00
1.048575e+09 0.000000e+00 0.000000e+00
2.097151e+09 0.000000e+00 0.000000e+00
4.194303e+09 0.000000e+00 0.000000e+00
8.388607e+09 0.000000e+00 0.000000e+00
1.677722e+10 1.205034e+00 3.479765e+07
3.355443e+10 1.596670e+00 3.401784e+07
6.710886e+10 1.426136e+00 3.175648e+07
1.342177e+11 9.225366e-01 2.358895e+07
2.684355e+11 2.158570e-01 1.232866e+07
5.368709e+11 7.989568e-03 1.190984e+07
1.073742e+12 5.853745e-04 6.270049e+06
2.147484e+12 8.914583e-05 1.113098e+06
4.294967e+12 1.931083e-06 7.663104e+06
8.589935e+12 4.078668e-08 3.081473e+06
1.717987e+13 3.463020e-09 3.147683e+06
3.435974e+13 2.044144e-10 4.225561e+06
6.871948e+13 1.402844e-11 1.701572e+06
